artist,song,genre
ScHoolboy Q,Collard Greens,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
ScHoolboy Q,Hell Of A Night,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Ana Tijoux,1977,"['chilean indie', 'chilean rock', 'latin alternative', 'latintronica', 'rap chileno', 'rap feminino chileno', 'rap latina', 'rap politico']"
DJ Raff,Latino & Proud,"['chilean indie', 'electronica chilena']"
Future,Move That Dope,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Rustie,Slasherr,"['classic dubstep', 'electronic trap', 'future garage', 'purple sound', 'scottish electronic', 'uk bass', 'vapor twitch', 'wonky']"
AlunaGeorge,Outlines,"['electropop', 'house', 'tropical house']"
Jungle,Platoon,"['indie soul', 'uk contemporary r&b']"
ScHoolboy Q,Man Of The Year,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Charlie,Spacer Woman - Vocal,"['dance pop', 'pop', 'viral pop']"
Dusky,Nobody Else - Original Mix,"['deep groove house', 'deep house', 'house', 'tech house']"
Young Thug,Stoner,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']"
St. Lucia,Elevate,"['alternative dance', 'electropop', 'indie poptimism', 'indietronica', 'metropopolis', 'modern rock', 'neo-synthpop', 'nyc pop', 'shimmer pop']"
Hoodfellas,Independent - House Remix,need_to_add
Julio Bashmore,Au Seve,"['bristol electronic', 'future garage', 'uk bass']"
Discodeine,Synchronize,"['alternative dance', 'electrofox', 'new rave']"
The Alexanders,Don't Miss,need_to_add
Dim Sum,Coucou disco,['new french touch']
Them Jeans,Vowel Play - Original,need_to_add
Rick Ross,The Devil Is A Lie,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Project Pat,North North,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']"
SBTRKT,Temporary View,"['electronica', 'electropop', 'future garage', 'new rave']"
Childish Gambino,"III. Telegraph Ave. (""Oakland"" by Lloyd)","['atl hip hop', 'hip hop', 'rap']"
Jungle,Accelerate,"['indie soul', 'uk contemporary r&b']"
Drake,0 To 100 / The Catch Up,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Bobby Shmurda,Hot N*gga,"['nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Gerry & The Pacemakers,You'll Never Walk Alone - 2002 Remastered Version,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
Hippie Sabotage,Your Soul,"['edm', 'electronic trap']"
LCD Soundsystem,dance yrself clean - live at madison square garden,"['alternative dance', 'alternative rock', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
Kate Bush,Running Up That Hill (A Deal With God),"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
Jack White,High Ball Stepper,"['alternative rock', 'blues rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
Pink Floyd,The Great Gig In The Sky - 2011 Remastered Version,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
ODESZA,All We Need (feat. Shy Girls),"['chillwave', 'ninja']"
Allah-Las,Catamaran,"['indie surf', 'neo-psychedelic', 'noise pop']"
Perfume Genius,Fool,"['art pop', 'chamber pop', 'chamber psych', 'chillwave', 'electropop', 'experimental pop', 'indie pop', 'indie rock', 'seattle indie']"
TR/ST,Bulbform,"['alternative dance', 'art pop', 'canadian electropop', 'dark synthpop']"
Mac Demarco,Passing Out Pieces,"['edmonton indie', 'lo-fi indie']"
ILoveMakonnen,Tuesday,"['atl hip hop', 'lgbtq+ hip hop', 'trap', 'underground hip hop']"
Ty Segall,Drop Dead Baby,"['alternative rock', 'bay area indie', 'blues rock', 'garage rock', 'indie garage rock', 'indie rock', 'modern rock', 'neo-psychedelic', 'noise pop', 'oc indie', 'punk blues']"
Ty Segall,My Sunshine,"['alternative rock', 'bay area indie', 'blues rock', 'garage rock', 'indie garage rock', 'indie rock', 'modern rock', 'neo-psychedelic', 'noise pop', 'oc indie', 'punk blues']"
Inner City,BIG Fun - Full Intention 88 Remix,"['classic house', 'deep house', 'detroit house', 'diva house', 'hardcore techno', 'hip house', 'vocal house']"
Horace Andy,Natty Dread A Weh She Want,"['dub', 'lovers rock', 'reggae', 'roots reggae', 'ska']"
TV On The Radio,DLZ,"['alternative dance', 'alternative rock', 'brooklyn indie', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']"
Koopsta Knicca,Whatcha Gonna Do,"['crunk', 'gangster rap', 'memphis hip hop', 'phonk', 'underground hip hop']"
Pete Wingfield,18 With A Bullet,['classic soul']
James Brown,The Boss,"['funk', 'soul']"
Porcelain Raft,Drifting In And Out,"['chillwave', 'indie dream pop', 'rome indie', 'shimmer pop']"
Snootie Wild,Made Me,"['memphis hip hop', 'trap']"
TOPS,Way to be Loved,"['art pop', 'chillwave', 'quebec indie', 'shiver pop']"
Epsilons,Just Wanna Love You Girl,['garage pop']
The Strange Boys,Be Brave,"['austindie', 'garage pop', 'indie garage rock', 'punk blues']"
Albert King,Tupelo (Pt. 1) - Single Version,"['acoustic blues', 'blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']"
Cornershop,Candyman,['britpop']
Pops Staples,Somebody Was Watching,need_to_add
Pop Staples,Tupelo - Part 1,need_to_add
Steve Cropper,Tupelo,"['blues', 'electric blues', 'memphis soul']"
Trendsetter,"Damn Son, Where'd You Find This? - Future of TRAP Mix",need_to_add
Trendsetter,I'm in LOVE With GO-GO Dancer (Disco Diva) - Future of TRAP Mix,need_to_add
Markus Maximus,Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix,need_to_add
ZZT,Work - The Advent & Spiriakos Remix,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']"
Muddy Waters,Mannish Boy,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'traditional blues']"
Disclosure,Holding On,"['edm', 'house', 'pop', 'uk dance']"
Nikolaus Harnoncourt,"Mozart: Requiem in D Minor, K. 626: VIII. Lacrimosa","['choral', 'classical performance', 'orchestral performance']"
Mykfresh,My Main,['dfw rap']
"Crosby, Stills, Nash & Young",Southern Man - Live,need_to_add
Duke Dumont,Won't Look Back,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']"
Surkin,Chrome Knight - Feat. Chromeo,"['destroy techno', 'filter house', 'new rave']"
Pops Staples,Black Boy,need_to_add
Leo's Sunshipp,Give Me The Sunshine,need_to_add
Romare,Motherless Child,"['deep house', 'electronica', 'indie soul', 'ninja']"
Ghost Culture,Giudecca,need_to_add
Antwon,Living Every Dream,"['escape room', 'underground hip hop']"
Action Bronson,Easy Rider,"['alternative hip hop', 'east coast hip hop', 'escape room', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
The Gaslamp Killer,Nissim,['wonky']
Orlando Julius,Topless,"['afro-funk', 'afrobeat', 'afropop', 'highlife']"
The Funkees,Breakthrough,"['afro psych', 'afro-funk', 'afrobeat', 'afropop', 'classic afrobeat', 'highlife', 'world']"
Pitchben,Stand Up - Tiger & Woods Remix,['nu disco']
Future,Blow a Bag,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Sísý Ey,Ain't got nobody,['icelandic electronic']
Leon Haywood,I Want'a Do Something Freaky To You,"['classic soul', 'disco', 'funk', 'post-disco']"
Shit Robot,I Got a Feeling,"['alternative dance', 'balearic', 'new rave', 'nu disco']"
Empress Of,Standard,"['art pop', 'chillwave', 'electropop', 'escape room', 'etherpop', 'indie pop', 'shiver pop']"
Ben Pearce,What I Might Do - Club Mix,"['deep disco house', 'minimal tech house']"
Gary's Gang,Let's Lovedance Tonight - Danny Krivit Re-edit - Original Disco Version,"['deep disco', 'disco', 'post-disco']"
The Contours,Do You Love Me,"['brill building pop', 'motown', 'northern soul', 'soul']"
Kid Cudi,Too Bad I Have To Destroy You Now,"['hip hop', 'ohio hip hop', 'rap']"
The Sonics,Louie Louie,"['classic garage rock', 'freakbeat', 'garage rock', 'protopunk', 'psychedelic rock', 'punk', 'punk blues']"
The Yardbirds,Heart Full of Soul,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']"
The Yardbirds,For Your Love,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']"
Cream,Sunshine Of Your Love,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']"
Partial Arts,Taifa - The Emperor Machine Mix,need_to_add
Partial Arts,Taifa,need_to_add
Patrick Di Stefano,Make It,need_to_add
Master C & J,Face It,"['chicago house', 'classic house', 'hip house']"
Grand High Priest,Mary-Mary (M&M Unreleased Mix) [feat. Dajae],need_to_add
Cerrone,Supernature - Edit,"['disco', 'disco house', 'hi-nrg', 'post-disco', 'vintage french electronic']"
Rene & Angela,I'll Be Good,"['contemporary r&b', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
Simon Dunmore,Defected In The House Ibiza 2013 Mixtape,need_to_add
Handsome Boy Modeling School,"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version","['alternative hip hop', 'hip hop', 'turntablism']"
John Williams,Episode I - Duel of The Fates,"['orchestral soundtrack', 'soundtrack']"
The Coasters,Three Cool Cats,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
The Third Degree,Mercy,"['miami bass', 'modern mod']"
The Ronettes,Do I Love You?,"['adult standards', 'brill building pop', 'classic girl group', 'soul']"
Modest Mussorgsky,Night on Bald Mountain,"['late romantic era', 'russian romanticism']"
T. P. Orchestre Poly-Rythmo,Akue We Non Houme - Jerk Fon,"['afrobeat', 'afropop', 'beninese pop', 'classic afrobeat', 'highlife', 'world']"
T. P. Orchestre Poly-Rythmo,Ecoute ma mélodie - Bossa Afro,"['afrobeat', 'afropop', 'beninese pop', 'classic afrobeat', 'highlife', 'world']"
The Funkees,Ole,"['afro psych', 'afro-funk', 'afrobeat', 'afropop', 'classic afrobeat', 'highlife', 'world']"
Joni Haastrup,Greetings,"['afrobeat', 'classic afrobeat']"
Todd Osborn,5thep,need_to_add
Liquid Liquid,Cavern,"['dance rock', 'dance-punk', 'no wave', 'post-punk']"
Mick Jenkins,Your Love,"['chicago rap', 'conscious hip hop', 'drill', 'escape room', 'hip hop', 'rap', 'underground hip hop']"
Santo & Johnny,Sleepwalk,"['space age pop', 'surf music']"
Ben Pearce,What I Might Do - Kilter Remix,"['deep disco house', 'minimal tech house']"
Pond,Waiting Around For Grace,"['indie rock', 'neo-psychedelic']"
Real Connoisseur,Nobodys Fool - Ben Pearce Remix,need_to_add
Deep Purple,Smoke On The Water,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']"
Hippie Sabotage,Able to See Me,"['edm', 'electronic trap']"
Brenton Wood,Oogum Boogum Song,"['classic soul', 'gangster rap', 'soul']"
Gayngs,The Gaudy Side of Town,"['chillwave', 'eau claire indie']"
Gayngs,The Walker,"['chillwave', 'eau claire indie']"
Ultimate Painting,Ultimate Painting,"['chamber psych', 'garage psych']"
Sango,Agorinha,"['abstract beats', 'alternative r&b', 'indie soul']"
Captain Beefheart & His Magic Band,I'm Glad,"['art rock', 'experimental', 'experimental rock', 'folk rock', 'outsider', 'post-punk', 'protopunk', 'psychedelic rock', 'zolo']"
The Go! Team,Apollo Throwdown (Star Slinger Remix),"['alternative dance', 'brighton indie', 'indie rock', 'new rave']"
Small Black,Boys Life,"['alternative dance', 'art pop', 'chillwave', 'dream pop', 'electropop', 'indie rock', 'indietronica', 'metropopolis', 'shimmer pop', 'vapor soul']"
Fathers Children,Dirt And Grime,need_to_add
Courtney Barnett,Pedestrian at Best,"['australian indie', 'indie pop', 'indie rock', 'melbourne indie']"
DJ Snake,Middle,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
Hayden James,Something About You - Extended Mix,"['aussietronica', 'edm', 'gauze pop', 'house', 'pop dance', 'tropical house']"
Mac Demarco,Only You,"['edmonton indie', 'lo-fi indie']"
ZHU,The One,"['edm', 'electro house']"
Kaleo,Way Down We Go,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']"
Colleen Green,Deeper Than Love,"['bubblegrunge', 'indie punk', 'la indie', 'popgaze']"
Vulfpeck,Back Pocket,"['ann arbor indie', 'funk rock', 'instrumental funk']"
The Beach Boys,All I Wanna Do,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']"
Jamaican Queens,Water,['glitch pop']
Ejeca,You,"['house', 'irish electronic', 'minimal tech house']"
A Guy Called Gerald,Voodoo Ray - Danny Tenaglia Remix,"['acid house', 'atmospheric dnb', 'drum and bass', 'madchester', 'techno']"
Breach,Jack,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']"
Breach,Jack,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']"
Jamie xx,Mary Jane (Jamie Xx - Girl Remix),"['electronica', 'future garage', 'new rave']"
Format:B,Chunky - Club Mix,"['deep euro house', 'german tech house', 'german techno', 'minimal techno', 'tech house']"
DJ Dodger Stadium,One Who Lost,need_to_add
Todd Terje,Delorean Dynamite,"['alternative dance', 'balearic', 'electronica', 'new rave', 'norwegian space disco', 'nu disco']"
William Onyeabor,Do You Want a Man - Heaven & Hell Remix,"['afrobeat', 'afropop', 'world']"
CLUBZ,Celebrando,"['latin rock', 'mexican indie', 'mexican rock', 'pop electronico']"
Claptone,No Eyes (Radio Edit),"['deep disco house', 'german house', 'german techno', 'house', 'progressive house', 'tropical house']"
Magic City Hippies,Fanfare,"['miami indie', 'modern rock', 'vapor soul']"
Polo & Pan,Dorothy,"['dark disco', 'electro-pop francais', 'french indietronica', 'new french touch']"
The Hollies,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,"['album rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']"
T. Rex,Bang A Gong [Get It On] (Remastered Single/LP Version),"['album rock', 'art rock', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']"
Boston Bun,Paris Groove (Original Mix),['pop edm']
HNNY,Nothing,"['deep house', 'electronica', 'indie soul', 'swedish electronic', 'swedish house', 'swedish synthpop']"
Worlds Famous Supreme Team,Hey DJ,need_to_add
Archie Bell & The Drells,Tighten Up - Pt. 1,"['classic soul', 'disco', 'funk', 'northern soul', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']"
Ebo Taylor,Ohye Atar Gyan,"['afro-funk', 'afrobeat', 'afropop', 'funk', 'highlife', 'soul', 'world']"
Ebo Taylor,Heaven,"['afro-funk', 'afrobeat', 'afropop', 'funk', 'highlife', 'soul', 'world']"
Fats Domino,I'm Walkin' - 2002 Digital Remaster,"['adult standards', 'brill building pop', 'louisiana blues', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly', 'soul']"
New Order,"Bizarre Love Triangle - Shep Pettibone 12"" Remix","['dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk']"
New Order,Dreams Never End - 2015 Remastered Version,"['dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk']"
New Order,Plastic - Extended Mix,"['dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'uk post-punk']"
Sports,You Are the Right One,"['neo-psychedelic', 'tulsa indie', 'vapor soul']"
Kaleidoscope,Let Me Try,"['ccm', 'christian uplift', 'indiecoustica', 'roots worship', 'worship']"
Lord Echo,Thinking of You,"['electronica', 'funk', 'indie jazz', 'indie soul', 'nz reggae', 'soul']"
Jerry Townes,Just Say The Word,need_to_add
Vis à Vis,Obi Agye Me Dofo,need_to_add
Rose Royce,I'm Going Down,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
French Kicks,Said So What,['indie rock']
Night Moves,Carl Sagan,"['indie rock', 'neo-psychedelic']"
X-Press 2,Muzik Xpress,"['classic house', 'disco house', 'tribal house', 'vocal house']"
Minor Victories,A Hundred Ropes,need_to_add
Whitney,No Woman,"['dance pop', 'pop', 'urban contemporary']"
John Williams,Episode I - Duel of The Fates,"['orchestral soundtrack', 'soundtrack']"
The The,Giant,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk']"
Magic City Hippies,Hush,"['miami indie', 'modern rock', 'vapor soul']"
DILLY DALLY,Desire,"['canadian shoegaze', 'etherpop', 'indie punk']"
Angel Olsen,Shut Up Kiss Me,"['alternative americana', 'art pop', 'dream pop', 'indie pop', 'indie rock']"
21 Savage,No Heart,"['atl hip hop', 'rap', 'trap']"
Ezale,We Want Some Pussy,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast trap']"
Ezale,We Out Here,"['cali rap', 'hyphy', 'oakland hip hop', 'west coast trap']"
Kid Cudi,By Design,"['hip hop', 'ohio hip hop', 'rap']"
Chris Bear,Aloha,need_to_add
Migos,Bad and Boujee (feat. Lil Uzi Vert),"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
DeVotchKa,The Winner Is - from Little Miss Sunshine,"['dark cabaret', 'denver indie', 'gypsy punk', 'laboratorio']"
The Blaze,Virile,['new french touch']
Jimmy Edgar,Let Me Tell U,"['escape room', 'uk bass']"
Red Rack'Em,Wonky Bassline Disco Banger,['uk house']
Gino Soccio,Remember,"['deep disco', 'disco', 'italian disco', 'post-disco']"
The Parallax Corporation,Anti Social Tendencies,['electro']
Lifelike,What Time Is Love (Live at SSL mix),"['filter house', 'nu disco']"
Onra,The Spirit Blossoms All Over the Land,"['japanese chillhop', 'wonky']"
Frankie Cosmos,On the Lips,"['bedroom pop', 'bubblegrunge', 'indie pop']"
Fancy Fux,Stripper,need_to_add
Chris Lake,Operator (Ring Ring) ft. Dances With White Girls,"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house']"
